PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Partial Match	0.5	True	Located in	Located in	1.0	Citrus, citrus fruits, citrus, citrus plants	citrus plants	0.5	province of Entre Ríos, Entre Ríos, northeast of Entre Ríos	Entre Ríos
Partial Match	0.9	False	Affects	Have been found on	1.0	HLB	HLB	1.0	Citrus, citrus fruits, citrus, citrus plants	citrus plants
Match	1.0	True	Affects	Affects	1.0	Huanglongbing	Huanglongbing	1.0	Citrus, citrus fruits, citrus, citrus plants	citrus plants
Match	1.0	True	Has been found on	Have been found on	1.0	Candidatus liberibacter	Candidatus liberibacter	1.0	Citrus, citrus fruits, citrus, citrus plants	citrus plants
False Negative	0.0		Located in			HLB			province of Entre Ríos, Entre Ríos, northeast of Entre Ríos	
False Negative	0.0		Located in			Huanglongbing			province of Entre Ríos, Entre Ríos, northeast of Entre Ríos	
False Negative	0.0		Causes			Candidatus liberibacter			HLB	
False Positive	0.0			Causes			HLB			Huanglongbing
False Positive	0.0			Causes			Candidatus liberibacter			Huanglongbing
False Positive	0.0			Located in			trifoliate rootstock			Entre Ríos
False Positive	0.0			Located in			trifoliate seedbed			Entre Ríos
False Positive	0.0			Located in			poncirus trifoliata			Entre Ríos
