PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Match	1.0	True	Affects	Affects	1.0	banana bunchy	banana bunchy	1.0	banana, banana variety, banana plantation, bananas, banana plantations	banana
Partial Match	0.5	True	Located in	Located in	0.5	banana, banana variety, banana plantation, bananas, banana plantations	banana virus	1.0	Uganda, West Nile region	West Nile region
Partial Match	0.5	True	Located in	Located in	0.5	banana, banana variety, banana plantation, bananas, banana plantations	banana bunchy	1.0	Arua district, Arua	Arua district
Partial Match	0.25	True	Affects	Affects	0.5	Banana bunchy top disease	banana bunchy	0.5	banana, banana variety, banana plantation, bananas, banana plantations	banana bunches
Partial Match	0.5	True	Located in	Located in	0.5	banana, banana variety, banana plantation, bananas, banana plantations	banana virus	1.0	Ankole	Ankole
Partial Match	0.5	True	Located in	Located in	0.5	banana, banana variety, banana plantation, bananas, banana plantations	banana virus	1.0	Buganda	Buganda
Partial Match	0.5	True	Located in	Located in	0.5	banana, banana variety, banana plantation, bananas, banana plantations	banana bunchy	1.0	Malawi	Malawi
Partial Match	0.5	True	Located in	Located in	0.5	banana, banana variety, banana plantation, bananas, banana plantations	banana bunchy	1.0	Asia	Asia
False Negative	0.0		Located in			Banana bunchy top disease			Kasese District, Kasese district	
False Negative	0.0		Located in			Banana bunchy top disease			Mpondwe	
False Negative	0.0		Located in			maize			Malawi	
False Positive	0.0			Affects			banana virus			banana
False Positive	0.0			Located in			banana virus			Kasese district
False Positive	0.0			Located in			banana virus			Mpondwe
False Positive	0.0			Located in			banana virus			Democratic Republic of the Congo
False Positive	0.0			Located in			banana bacterial wilt			Uganda
