PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Partial Match	0.5	True	Located in	Located in	1.0	Oriental fruit flies, Oriental Fruit Fly, oriental fruit fly, Bactrocera dorsalis, oriental fruit flies, Oriental fruit fly	Oriental Fruit Fly	0.5	Florida, Florida County	Florida
False Negative	0.0		Located in			Oriental fruit flies, Oriental Fruit Fly, oriental fruit fly, Bactrocera dorsalis, oriental fruit flies, Oriental fruit fly			Pinellas County	
False Negative	0.0		Located in			Oriental fruit flies, Oriental Fruit Fly, oriental fruit fly, Bactrocera dorsalis, oriental fruit flies, Oriental fruit fly			St. Petersburg	
False Positive	0.0			Have been found on			Oriental Fruit Fly			fig
False Positive	0.0			Have been found on			Oriental Fruit Fly			loquat
False Positive	0.0			Have been found on			Oriental Fruit Fly			mango
False Positive	0.0			Have been found on			Oriental Fruit Fly			orange
False Positive	0.0			Have been found on			Oriental Fruit Fly			peach
False Positive	0.0			Have been found on			Oriental Fruit Fly			plum
False Positive	0.0			Have been found on			Oriental Fruit Fly			sapote
False Positive	0.0			Have been found on			Oriental Fruit Fly			soursop
False Positive	0.0			Have been found on			Oriental Fruit Fly			Surinam cherry
False Positive	0.0			Have been found on			Oriental Fruit Fly			tangerine
False Positive	0.0			Have been found on			Oriental Fruit Fly			tropical almond
False Positive	0.0			Have been found on			Oriental Fruit Fly			guava
