PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Match	1.0	True	Located in	Located in	1.0	African Psila	African Psila	1.0	Cantabria, Cantabrian Coast	Cantabria
Partial Match	0.9	False	Has been found on	Affects	1.0	African Psila	African Psila	1.0	mandarin trees	mandarin trees
Partial Match	0.9	False	Has been found on	Affects	1.0	African Psila	African Psila	1.0	lemon	lemon
Partial Match	0.9	False	Has been found on	Affects	1.0	African Psila	African Psila	1.0	orange	orange
Match	1.0	True	Located in	Located in	1.0	African Psila	African Psila	1.0	Canary Islands	Canary Islands
Match	1.0	True	Located in	Located in	1.0	African Psila	African Psila	1.0	northern Portugal	northern Portugal
Match	1.0	True	Located in	Located in	1.0	African Psila	African Psila	1.0	Galicia	Galicia
Partial Match	0.9	False	Transmits	Causes	1.0	African Psila	African Psila	1.0	greening of trees. citrus, HLB, Greening, Huanglongbing	Huanglongbing
False Negative	0.0		Located in			citrus trees, varieties of citrus fruits			Cantabria, Cantabrian Coast	
False Negative	0.0		Has been found on			African Psila			citrus trees, varieties of citrus fruits	
False Negative	0.0		Located in			lemon			Cantabria, Cantabrian Coast	
False Negative	0.0		Located in			orange			Cantabria, Cantabrian Coast	
False Negative	0.0		Located in			mandarin trees			Cantabria, Cantabrian Coast	
False Negative	0.0		Located in			African Psila			municipality of Miengo, town of Mogro, MOGRO, Miengo	
False Positive	0.0			Have been found on			Tamarixia dryi			citrus trees
False Positive	0.0			Causes			African Psila			greening of trees
False Positive	0.0			Transmits			Tamarixia dryi			African Psila
