PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Match	1.0	True	Located in	Located in	1.0	R. oryzae, Rhizopus oryzae, R. arrhizus, Rhizopus arrhizus	Rhizopus arrhizus	1.0	China	China
Match	1.0	True	Located in	Located in	1.0	R. oryzae, Rhizopus oryzae, R. arrhizus, Rhizopus arrhizus	Rhizopus arrhizus	1.0	Hebei Province	Hebei Province
Match	1.0	True	Causes	Causes	1.0	R. oryzae, Rhizopus oryzae, R. arrhizus, Rhizopus arrhizus	Rhizopus arrhizus	1.0	Garlic Bulb Soft Rot	Garlic Bulb Soft Rot
Match	1.0	True	Has been found on	Have been found on	1.0	R. oryzae, Rhizopus oryzae, R. arrhizus, Rhizopus arrhizus	Rhizopus arrhizus	1.0	Garlic, garlic, Allium sativum	garlic
Partial Match	0.5	True	Has been found on	Have been found on	1.0	R. oryzae, Rhizopus oryzae, R. arrhizus, Rhizopus arrhizus	Rhizopus arrhizus	0.5	cassava	cassava tubers
Partial Match	0.5	True	Has been found on	Have been found on	1.0	R. oryzae, Rhizopus oryzae, R. arrhizus, Rhizopus arrhizus	Rhizopus arrhizus	0.5	potato	potato tubers
False Negative	0.0		Located in			Garlic Bulb Soft Rot			China	
False Negative	0.0		Located in			Garlic Bulb Soft Rot			Hebei Province	
False Negative	0.0		Located in			Garlic, garlic, Allium sativum			Hebei Province	
False Negative	0.0		Located in			Garlic, garlic, Allium sativum			China	
False Negative	0.0		Located in			Garlic, garlic, Allium sativum			Handan City	
False Negative	0.0		Located in			Garlic, garlic, Allium sativum			Daming County	
False Negative	0.0		Located in			Rhizopus soft rot			Hebei Province	
False Negative	0.0		Located in			Rhizopus soft rot			China	
False Negative	0.0		Located in			Rhizopus soft rot			Handan City	
False Negative	0.0		Located in			Rhizopus soft rot			Daming County	
False Negative	0.0		Affects			Rhizopus soft rot			Garlic, garlic, Allium sativum	
False Negative	0.0		Causes			R. oryzae, Rhizopus oryzae, R. arrhizus, Rhizopus arrhizus			soft rot on garlic bulb	
False Negative	0.0		Located in			soft rot on garlic bulb			China	
False Positive	0.0			Affects			Garlic Bulb Soft Rot			garlic
