PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Match	1.0	True	Located in	Located in	1.0	Rhizopus soft rot	Rhizopus soft rot	1.0	Hebei Province	Hebei Province
Match	1.0	True	Located in	Located in	1.0	Rhizopus soft rot	Rhizopus soft rot	1.0	China	China
Match	1.0	True	Affects	Affects	1.0	Rhizopus soft rot	Rhizopus soft rot	1.0	Allium sativum, Garlic, garlic	garlic
Match	1.0	True	Has been found on	Have been found on	1.0	R. oryzae, R. arrhizus, Rhizopus oryzae, Rhizopus arrhizus	Rhizopus arrhizus	1.0	Allium sativum, Garlic, garlic	garlic
Partial Match	0.5	True	Has been found on	Have been found on	1.0	R. oryzae, R. arrhizus, Rhizopus oryzae, Rhizopus arrhizus	Rhizopus arrhizus	0.5	cassava	cassava tubers
Partial Match	0.5	True	Has been found on	Have been found on	1.0	R. oryzae, R. arrhizus, Rhizopus oryzae, Rhizopus arrhizus	Rhizopus arrhizus	0.5	potato	potato tubers
Partial Match	0.3333333333333333	True	Causes	Causes	1.0	R. oryzae, R. arrhizus, Rhizopus oryzae, Rhizopus arrhizus	Rhizopus arrhizus	0.3333333333333333	soft rot on garlic bulb	Rhizopus soft rot
False Negative	0.0		Located in			R. oryzae, R. arrhizus, Rhizopus oryzae, Rhizopus arrhizus			China	
False Negative	0.0		Located in			R. oryzae, R. arrhizus, Rhizopus oryzae, Rhizopus arrhizus			Hebei Province	
False Negative	0.0		Causes			R. oryzae, R. arrhizus, Rhizopus oryzae, Rhizopus arrhizus			Garlic Bulb Soft Rot	
False Negative	0.0		Located in			Garlic Bulb Soft Rot			China	
False Negative	0.0		Located in			Garlic Bulb Soft Rot			Hebei Province	
False Negative	0.0		Located in			Allium sativum, Garlic, garlic			Hebei Province	
False Negative	0.0		Located in			Allium sativum, Garlic, garlic			China	
False Negative	0.0		Located in			Allium sativum, Garlic, garlic			Handan City	
False Negative	0.0		Located in			Allium sativum, Garlic, garlic			Daming County	
False Negative	0.0		Located in			Rhizopus soft rot			Handan City	
False Negative	0.0		Located in			Rhizopus soft rot			Daming County	
False Negative	0.0		Located in			soft rot on garlic bulb			China	
False Positive	0.0			Have been found on			Rhizopus soft rot			garlic
False Positive	0.0			Have been found on			Rhizopus soft rot			vegetables
False Positive	0.0			Have been found on			Rhizopus soft rot			fruits
False Positive	0.0			Have been found on			Rhizopus soft rot			ornamental plants
