PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Match	1.0	True	Located in	Located in	1.0	HLB, huanglongbing, greening disease	greening disease	1.0	SP, São Paulo	São Paulo
Partial Match	0.5	True	Located in	Located in	1.0	HLB, huanglongbing, greening disease	greening disease	0.5	regions of Triângulo Mineiro, Triângulo	Triângulo Mineiro
Partial Match	0.16666666666666666	True	Located in	Located in	0.5	greening	greening disease	0.3333333333333333	regions of Limeira	Limeira
Partial Match	0.16666666666666666	True	Located in	Located in	0.5	greening	greening disease	0.3333333333333333	regions of Brotas	Brotas
Partial Match	0.25	True	Located in	Located in	0.5	greening	greening disease	0.5	regions of Porto Ferreira	Porto Ferreira
False Negative	0.0		Located in			Greening			MG, southwest of Minas Gerais	
False Negative	0.0		Located in			Greening			SP, São Paulo	
False Negative	0.0		Located in			HLB, huanglongbing, greening disease			MG, southwest of Minas Gerais	
False Negative	0.0		Affects			HLB, huanglongbing, greening disease			citrus	
False Negative	0.0		Affects			HLB, huanglongbing, greening disease			orange groves	
False Negative	0.0		Located in			citrus			SP, São Paulo	
False Negative	0.0		Located in			citrus			MG, southwest of Minas Gerais	
False Negative	0.0		Located in			citrus			regions of Triângulo Mineiro, Triângulo	
False Negative	0.0		Causes			Candidatus Liberibacter spp.			greening	
False Positive	0.0			Located in			greening disease			Triângulo/southwest of Minas Gerais
False Positive	0.0			Affects			orange groves			greening disease
False Positive	0.0			Located in			Fundecitrus			São Paulo
False Positive	0.0			Located in			Fundecitrus			Triângulo/southwest of Minas Gerais
False Positive	0.0			Located in			greening disease			Avaré
False Positive	0.0			Located in			greening disease			Duartina
False Positive	0.0			Located in			greening disease			Altinópolis
False Positive	0.0			Located in			greening disease			Bebedouro
False Positive	0.0			Located in			greening disease			São José do Rio Preto
False Positive	0.0			Located in			greening disease			Itapetininga
False Positive	0.0			Located in			greening disease			Matão
False Positive	0.0			Located in			greening disease			Votuporanga
False Positive	0.0			Transmits			psyllid			greening disease
False Positive	0.0			Affects			cancer			orange groves
False Positive	0.0			Affects			CVC			orange groves
