PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Match	1.0	True	Causes	Causes	1.0	tropical race 1, TR1, TR1 fungus	tropical race 1	1.0	Panama disease	Panama disease
Match	1.0	True	Located in	Located in	1.0	tropical race 1, TR1, TR1 fungus	TR1	1.0	Brazil	Brazil
False Negative	0.0		Affects			Panama disease			Cavendish banana, Cavendish, Gros Michel, Cavendish bananas, variety called Gros Michel, Cavendish banana plants	
False Negative	0.0		Has been found on			tropical race 1, TR1, TR1 fungus			Bananas, Banana plants, bananas, banana	
False Negative	0.0		Affects			Panama disease			Bananas, Banana plants, bananas, banana	
False Negative	0.0		Has been found on			tropical race 1, TR1, TR1 fungus			Cavendish banana, Cavendish, Gros Michel, Cavendish bananas, variety called Gros Michel, Cavendish banana plants	
False Negative	0.0		Has been found on			TR4			Cavendish banana, Cavendish, Gros Michel, Cavendish bananas, variety called Gros Michel, Cavendish banana plants	
False Negative	0.0		Has been found on			TR4			Bananas, Banana plants, bananas, banana	
False Positive	0.0			Have been found on			Cavendish banana plants			Fusarium fungus
False Positive	0.0			Causes			Fusarium fungus			Panama disease
False Positive	0.0			Causes			TR4			Panama disease
False Positive	0.0			Have been found on			Cavendish banana plants			tropical race 1
False Positive	0.0			Have been found on			Cavendish banana plants			TR4
False Positive	0.0			Located in			Cavendish banana plants			Western countries
False Positive	0.0			Have been found on			Cavendish banana plants			TR1
False Positive	0.0			Have been found on			Cavendish			Fusarium fungus
