PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Match	1.0	True	Located in	Located in	1.0	Xylella, Xylella fastidiosa	Xylella fastidiosa	1.0	territory of the province of Bari, Bari area	Bari area
Partial Match	0.3333333333333333	True	Located in	Located in	1.0	Xylella, Xylella fastidiosa	Xylella fastidiosa	0.3333333333333333	province of Lecce, entire provinces of Lecce	Lecce
Match	1.0	True	Located in	Located in	1.0	Xylella, Xylella fastidiosa	Xylella fastidiosa	1.0	Torricella	Torricella
Match	1.0	True	Located in	Located in	1.0	Xylella, Xylella fastidiosa	Xylella fastidiosa	1.0	Monteiasi	Monteiasi
Match	1.0	True	Located in	Located in	1.0	Xylella, Xylella fastidiosa	Xylella fastidiosa	1.0	Maruggio	Maruggio
Match	1.0	True	Located in	Located in	1.0	Xylella, Xylella fastidiosa	Xylella fastidiosa	1.0	San Marzano di San Giuseppe	San Marzano di San Giuseppe
Match	1.0	True	Located in	Located in	1.0	Xylella, Xylella fastidiosa	Xylella fastidiosa	1.0	Fragagnano	Fragagnano
Match	1.0	True	Located in	Located in	1.0	Xylella, Xylella fastidiosa	Xylella fastidiosa	1.0	Sava	Sava
Match	1.0	True	Located in	Located in	1.0	Xylella, Xylella fastidiosa	Xylella fastidiosa	1.0	Manduria	Manduria
Match	1.0	True	Located in	Located in	1.0	Xylella, Xylella fastidiosa	Xylella fastidiosa	1.0	Pulsano	Pulsano
Match	1.0	True	Located in	Located in	1.0	Xylella, Xylella fastidiosa	Xylella fastidiosa	1.0	province of Taranto	province of Taranto
Match	1.0	True	Located in	Located in	1.0	Xylella, Xylella fastidiosa	Xylella fastidiosa	1.0	Avetrana	Avetrana
Partial Match	0.3333333333333333	True	Located in	Located in	1.0	Xylella, Xylella fastidiosa	Xylella fastidiosa	0.3333333333333333	entire provinces Brindisi, entire province of Brindisi	Brindisi
Partial Match	0.3333333333333333	True	Located in	Located in	1.0	Xylella, Xylella fastidiosa	Xylella fastidiosa	0.3333333333333333	Polignano, Polignano a Mare	Polignano
Partial Match	0.25	True	Located in	Located in	1.0	Xylella, Xylella fastidiosa	Xylella fastidiosa	0.25	Castellana, countryside of Castellana Grotte	Castellana
Match	1.0	True	Located in	Located in	1.0	Xylella, Xylella fastidiosa	Xylella fastidiosa	1.0	Carosino	Carosino
Match	1.0	True	Located in	Located in	1.0	Xylella, Xylella fastidiosa	Xylella fastidiosa	1.0	Roccaforzata	Roccaforzata
Match	1.0	True	Located in	Located in	1.0	Xylella, Xylella fastidiosa	Xylella fastidiosa	1.0	Faggiano	Faggiano
Match	1.0	True	Located in	Located in	1.0	Xylella, Xylella fastidiosa	Xylella fastidiosa	1.0	Lizzano	Lizzano
Match	1.0	True	Has been found on	Have been found on	1.0	Xylella, Xylella fastidiosa	Xylella fastidiosa	1.0	olive trees, olives, olive tree	olive trees
Match	1.0	True	Located in	Located in	1.0	Xylella, Xylella fastidiosa	Xylella fastidiosa	1.0	Apulian territory, Puglia	Puglia
False Negative	0.0		Located in			olive trees, olives, olive tree			province of Lecce, entire provinces of Lecce	
False Negative	0.0		Located in			olive trees, olives, olive tree			Torricella	
False Negative	0.0		Located in			olive trees, olives, olive tree			Monteiasi	
False Negative	0.0		Located in			olive trees, olives, olive tree			Maruggio	
False Negative	0.0		Located in			olive trees, olives, olive tree			San Marzano di San Giuseppe	
False Negative	0.0		Located in			olive trees, olives, olive tree			Fragagnano	
False Negative	0.0		Located in			olive trees, olives, olive tree			Sava	
False Negative	0.0		Located in			olive trees, olives, olive tree			Manduria	
False Negative	0.0		Located in			olive trees, olives, olive tree			Pulsano	
False Negative	0.0		Located in			olive trees, olives, olive tree			province of Taranto	
False Negative	0.0		Located in			olive trees, olives, olive tree			Avetrana	
False Negative	0.0		Located in			olive trees, olives, olive tree			entire provinces Brindisi, entire province of Brindisi	
False Negative	0.0		Located in			olive trees, olives, olive tree			Polignano, Polignano a Mare	
False Negative	0.0		Located in			olive trees, olives, olive tree			Castellana, countryside of Castellana Grotte	
False Negative	0.0		Located in			olive trees, olives, olive tree			Carosino	
False Negative	0.0		Located in			olive trees, olives, olive tree			Roccaforzata	
False Negative	0.0		Located in			olive trees, olives, olive tree			Faggiano	
False Negative	0.0		Located in			olive trees, olives, olive tree			Lizzano	
False Negative	0.0		Located in			olive trees, olives, olive tree			Apulian territory, Puglia	
False Negative	0.0		Has been found on			Xylella, Xylella fastidiosa			olive groves	
False Negative	0.0		Located in			olive groves			entire provinces Brindisi, entire province of Brindisi	
False Positive	0.0			Causes			Xylella fastidiosa			Xylella
False Positive	0.0			Affects			Xylella			olive trees
False Positive	0.0			Located in			Xylella fastidiosa			province of Bari
