PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Partial Match	0.3333333333333333	True	Located in	Located in	1.0	R. arrhizus, Rhizopus oryzae, R. oryzae, Rhizopus arrhizus	Rhizopus arrhizus	0.3333333333333333	China	Hebei Province, China
Match	1.0	True	Causes	Causes	1.0	R. arrhizus, Rhizopus oryzae, R. oryzae, Rhizopus arrhizus	Rhizopus arrhizus	1.0	Garlic Bulb Soft Rot	Garlic Bulb Soft Rot
Partial Match	0.3333333333333333	True	Located in	Located in	1.0	Garlic Bulb Soft Rot	Garlic Bulb Soft Rot	0.3333333333333333	China	Hebei Province, China
Partial Match	0.125	True	Located in	Located in	0.25	Allium sativum, garlic, Garlic	Garlic Bulb Soft Rot	0.5	Handan City	Daming County, Handan City
Match	1.0	True	Has been found on	Have been found on	1.0	R. arrhizus, Rhizopus oryzae, R. oryzae, Rhizopus arrhizus	Rhizopus arrhizus	1.0	Allium sativum, garlic, Garlic	garlic
Match	1.0	True	Has been found on	Have been found on	1.0	R. arrhizus, Rhizopus oryzae, R. oryzae, Rhizopus arrhizus	Rhizopus arrhizus	1.0	cassava	cassava
Match	1.0	True	Has been found on	Have been found on	1.0	R. arrhizus, Rhizopus oryzae, R. oryzae, Rhizopus arrhizus	Rhizopus arrhizus	1.0	potato	potato
False Negative	0.0		Located in			R. arrhizus, Rhizopus oryzae, R. oryzae, Rhizopus arrhizus			Hebei Province	
False Negative	0.0		Located in			Garlic Bulb Soft Rot			Hebei Province	
False Negative	0.0		Located in			Allium sativum, garlic, Garlic			Hebei Province	
False Negative	0.0		Located in			Allium sativum, garlic, Garlic			China	
False Negative	0.0		Located in			Allium sativum, garlic, Garlic			Daming County	
False Negative	0.0		Located in			Rhizopus soft rot			Hebei Province	
False Negative	0.0		Located in			Rhizopus soft rot			China	
False Negative	0.0		Located in			Rhizopus soft rot			Handan City	
False Negative	0.0		Located in			Rhizopus soft rot			Daming County	
False Negative	0.0		Affects			Rhizopus soft rot			Allium sativum, garlic, Garlic	
False Negative	0.0		Causes			R. arrhizus, Rhizopus oryzae, R. oryzae, Rhizopus arrhizus			soft rot on garlic bulb	
False Negative	0.0		Located in			soft rot on garlic bulb			China	
False Positive	0.0			Affects			Garlic Bulb Soft Rot			garlic
False Positive	0.0			Located in			Rhizopus arrhizus			Daming County, Handan City
