PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Partial Match	0.3333333333333333	True	Located in	Located in	1.0	Rhizopus arrhizus, R. oryzae, R. arrhizus, Rhizopus oryzae	Rhizopus arrhizus	0.3333333333333333	China	Hebei Province, China
Match	1.0	True	Causes	Causes	1.0	Rhizopus arrhizus, R. oryzae, R. arrhizus, Rhizopus oryzae	Rhizopus arrhizus	1.0	Garlic Bulb Soft Rot	Garlic Bulb Soft Rot
Partial Match	0.3333333333333333	True	Located in	Located in	1.0	Garlic Bulb Soft Rot	Garlic Bulb Soft Rot	0.3333333333333333	China	Hebei Province, China
Partial Match	0.125	True	Located in	Located in	0.25	garlic, Allium sativum, Garlic	Garlic Bulb Soft Rot	0.5	Handan City	Daming County, Handan City
Match	1.0	True	Has been found on	Have been found on	1.0	Rhizopus arrhizus, R. oryzae, R. arrhizus, Rhizopus oryzae	Rhizopus arrhizus	1.0	garlic, Allium sativum, Garlic	garlic
False Negative	0.0		Located in			Rhizopus arrhizus, R. oryzae, R. arrhizus, Rhizopus oryzae			Hebei Province	
False Negative	0.0		Located in			Garlic Bulb Soft Rot			Hebei Province	
False Negative	0.0		Located in			garlic, Allium sativum, Garlic			Hebei Province	
False Negative	0.0		Located in			garlic, Allium sativum, Garlic			China	
False Negative	0.0		Located in			garlic, Allium sativum, Garlic			Daming County	
False Negative	0.0		Located in			Rhizopus soft rot			Hebei Province	
False Negative	0.0		Located in			Rhizopus soft rot			China	
False Negative	0.0		Located in			Rhizopus soft rot			Handan City	
False Negative	0.0		Located in			Rhizopus soft rot			Daming County	
False Negative	0.0		Affects			Rhizopus soft rot			garlic, Allium sativum, Garlic	
False Negative	0.0		Has been found on			Rhizopus arrhizus, R. oryzae, R. arrhizus, Rhizopus oryzae			cassava	
False Negative	0.0		Has been found on			Rhizopus arrhizus, R. oryzae, R. arrhizus, Rhizopus oryzae			potato	
False Negative	0.0		Causes			Rhizopus arrhizus, R. oryzae, R. arrhizus, Rhizopus oryzae			soft rot on garlic bulb	
False Negative	0.0		Located in			soft rot on garlic bulb			China	
False Positive	0.0			Affects			Garlic Bulb Soft Rot			garlic
False Positive	0.0			Located in			Rhizopus arrhizus			Daming County, Handan City
