PAIR TYPE	SIMILARITY	SAME TYPE	REF TYPE	PRED TYPE	SOURCE SIMILARITY	REF SOURCES	PRED SOURCE	TARGET SIMILARITY	REF TARGETS	PRED TARGET
Match	1.0	True	Located in	Located in	1.0	citrus plants, citrus fruits, cultivation of citrus fruits, citrus, citrus cultivation	citrus plants	1.0	Italy	Italy
Match	1.0	True	Located in	Located in	1.0	Tristeza	Tristeza	1.0	Sicily Region, Sicily	Sicily
Match	1.0	True	Located in	Located in	1.0	Tristeza	Tristeza	1.0	Italy	Italy
Partial Match	0.3	False	Affects	Have been found on	0.3333333333333333	Tristeza	CTV-Citrus tristeza virus	1.0	citrus plants, citrus fruits, cultivation of citrus fruits, citrus, citrus cultivation	citrus plants
False Negative	0.0		Located in			citrus plants, citrus fruits, cultivation of citrus fruits, citrus, citrus cultivation			Etnean capital	
False Negative	0.0		Located in			citrus plants, citrus fruits, cultivation of citrus fruits, citrus, citrus cultivation			Sicily Region, Sicily	
False Negative	0.0		Located in			HLB			Spain	
False Negative	0.0		Located in			HLB			USA, United States	
False Negative	0.0		Affects			HLB			citrus plants, citrus fruits, cultivation of citrus fruits, citrus, citrus cultivation	
False Negative	0.0		Located in			citrus plants, citrus fruits, cultivation of citrus fruits, citrus, citrus cultivation			Spain	
False Negative	0.0		Located in			citrus plants, citrus fruits, cultivation of citrus fruits, citrus, citrus cultivation			USA, United States	
False Negative	0.0		Located in			HLB			Mediterranean	
False Negative	0.0		Located in			HLB disease			USA, United States	
False Negative	0.0		Located in			citrus plants, citrus fruits, cultivation of citrus fruits, citrus, citrus cultivation			Acireale	
False Positive	0.0			Located in			Huanglongbing (HLB)			United States
False Positive	0.0			Located in			Huanglongbing (HLB)			Spain
False Positive	0.0			Causes			CTV-Citrus tristeza virus			Tristeza
False Positive	0.0			Affects			Huanglongbing (HLB)			citrus plants
False Positive	0.0			Affects			Citrus greening			citrus plants
False Positive	0.0			Have been found on			Phytophthora			citrus plants
False Positive	0.0			Have been found on			nematodes			citrus plants
